ImageNumber,ObjectNumber,FileName_Draq5,FileName_Vimentin,PathName_Draq5,PathName_Vimentin,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Intensity_IntegratedIntensityEdge_Draq5,Intensity_IntegratedIntensityEdge_Vimentin,Intensity_IntegratedIntensity_Draq5,Intensity_IntegratedIntensity_Vimentin,Intensity_LowerQuartileIntensity_Draq5,Intensity_LowerQuartileIntensity_Vimentin,Intensity_MADIntensity_Draq5,Intensity_MADIntensity_Vimentin,Intensity_MassDisplacement_Draq5,Intensity_MassDisplacement_Vimentin,Intensity_MaxIntensityEdge_Draq5,Intensity_MaxIntensityEdge_Vimentin,Intensity_MaxIntensity_Draq5,Intensity_MaxIntensity_Vimentin,Intensity_MeanIntensityEdge_Draq5,Intensity_MeanIntensityEdge_Vimentin,Intensity_MeanIntensity_Draq5,Intensity_MeanIntensity_Vimentin,Intensity_MedianIntensity_Draq5,Intensity_MedianIntensity_Vimentin,Intensity_MinIntensityEdge_Draq5,Intensity_MinIntensityEdge_Vimentin,Intensity_MinIntensity_Draq5,Intensity_MinIntensity_Vimentin,Intensity_StdIntensityEdge_Draq5,Intensity_StdIntensityEdge_Vimentin,Intensity_StdIntensity_Draq5,Intensity_StdIntensity_Vimentin,Intensity_UpperQuartileIntensity_Draq5,Intensity_UpperQuartileIntensity_Vimentin,Location_CenterMassIntensity_X_Draq5,Location_CenterMassIntensity_X_Vimentin,Location_CenterMassIntensity_Y_Draq5,Location_CenterMassIntensity_Y_Vimentin,Location_CenterMassIntensity_Z_Draq5,Location_CenterMassIntensity_Z_Vimentin,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_Draq5,Location_MaxIntensity_X_Vimentin,Location_MaxIntensity_Y_Draq5,Location_MaxIntensity_Y_Vimentin,Location_MaxIntensity_Z_Draq5,Location_MaxIntensity_Z_Vimentin,Number_Object_Number
5,3,Trial1_4-0002.tif,Trial1_4-0001.tif,/Users/Maddie/Downloads/Day5_231_Vimentin_N3/RM/RM_FIP,/Users/Maddie/Downloads/Day5_231_Vimentin_N3/RM/RM_FIP,702,1450,660,29,610,0,630.2920227920227,9.235042735042734,3.449116406136701,967,0.835385531188724,29.896724911001275,0,0.48413793103448277,0.28992932747088224,47.677934496671,49.01020301937138,9.055385138137417,3.2456222475097793,3.0,28.0,26.206865932252448,-70.00395729550975,174.43250352560273,0.7259565667011375,0.4958419247996062,0.9194476390257478,3.0687724554445595,6.509285186883062,0.0027924010064452887,0.008224613033235073,0.001266499049961567,0.0008545052260160446,0.589554558468822,0.4293107597820891,0.00962844304740429,0.009796292521059513,0.015548943541944027,0.01509117241948843,0.004427160042853627,0.008209353919872748,0.004371470734251509,0.009272486021200944,0.00395208690315485,0.009002823382616043,0.0022735942620784044,0.006958113983273506,0.0022735942620784044,0.00666819280013442,0.0018271245604304597,0.0006056594909386996,0.0019460719874026847,0.0014241584499661618,0.0052948808297514915,0.009987030178308487,629.7655236973812,630.0987655536842,8.969763107568177,8.851689936312338,0.0,0.0,630.2920227920227,9.235042735042734,0,611.0,623.0,0.0,0.0,0.0,0.0,3
5,4,Trial1_4-0002.tif,Trial1_4-0001.tif,/Users/Maddie/Downloads/Day5_231_Vimentin_N3/RM/RM_FIP,/Users/Maddie/Downloads/Day5_231_Vimentin_N3/RM/RM_FIP,13326,23352,886,289,747,121,809.4651808494672,202.80391715443494,9.663736370172119,16349,0.7150656816387042,130.25816739514178,-37,0.5706577595066804,0.10347964407292594,163.37663037849856,190.2761151589973,45.5411901469428,13.187271402912284,10.198039027185569,119.52155601790489,114.20962170530126,31.419676079536764,1272.1179284748407,0.8150957245091442,5.220691297436133,9.423483770340681,56.00375441717915,137.17026165081188,0.0023956664372235537,0.00860608834773302,0.001281757839024067,0.001281757839024067,4.822896628341966,2.352251325913244,0.014755474403500557,0.010254062712192535,0.01889066956937313,0.024704355746507645,0.0045161689424188,0.00815180256949886,0.00420259300744253,0.010293431010866869,0.0036469062324613333,0.009719996713101864,0.0022583352401852608,0.006515602581202984,0.0022278171963989735,0.006225680932402611,0.002174754369673497,0.0005897910557506565,0.002056862970981193,0.00236315072310225,0.005188067443668842,0.011306934989988804,811.4796635723923,809.1628081301521,207.18594764801992,200.47118119876515,0.0,0.0,809.4651808494672,202.80391715443494,0,837.0,813.0,267.0,177.0,0.0,0.0,4
5,5,Trial1_4-0002.tif,Trial1_4-0001.tif,/Users/Maddie/Downloads/Day5_231_Vimentin_N3/RM/RM_FIP,/Users/Maddie/Downloads/Day5_231_Vimentin_N3/RM/RM_FIP,12794,26334,646,322,475,168,555.4856182585587,241.3832265124277,12.476269970860795,17642,0.68474143671287,127.63160555027768,-64,0.4858358016252753,0.08015216104938176,159.5318433729898,178.07021087200408,41.97618372363071,11.336462378660624,8.94427190999916,144.5539696138963,116.26458834816434,75.60165119016501,1416.2844507162113,0.7252012243509807,6.721324575133622,10.726558474358171,66.38693920825608,130.70031432714313,0.0032349126413464546,0.008468757383525372,0.00160219706594944,0.001251240260899067,4.731598005472464,1.4534789254364002,0.017914092168211937,0.010681315325200558,0.02201876789331436,0.022827496752142906,0.005107389494782387,0.008150880299664263,0.005188911928111308,0.01021575068994397,0.004654001910239458,0.00950637087225914,0.0022583352401852608,0.006698710843920708,0.002243076218292117,0.006469825282692909,0.002629520128410077,0.0005972353656727295,0.0025157526444888113,0.0024448180610914796,0.006515602581202984,0.011261158622801304,559.2322271070371,555.1087649358667,244.27302612864577,239.9794521146473,0.0,0.0,555.4856182585587,241.3832265124277,0,576.0,572.0,221.0,219.0,0.0,0.0,5
5,6,Trial1_4-0002.tif,Trial1_4-0001.tif,/Users/Maddie/Downloads/Day5_231_Vimentin_N3/RM/RM_FIP,/Users/Maddie/Downloads/Day5_231_Vimentin_N3/RM/RM_FIP,5762,11346,401,311,308,189,359.8149947934745,257.16279069767444,6.87979196483923,7171,0.7277013543434085,85.65282398592592,-25,0.5078441741582936,0.14535323235218908,108.6741277501841,121.59358535712317,27.892651361962706,8.658187057824806,7.0710678118654755,84.94474531186471,74.53894482674359,2.299170143456026,705.7960312803931,0.8035141542323246,2.418326111510396,5.334020064678043,21.39165353565477,51.84216132154688,0.0023498893715441227,0.008209354244172573,0.000747692072764039,0.0007171733304858208,3.6918038273533735,0.17794573775902325,0.012085145339369774,0.010025177150964737,0.016617074608802795,0.013931486755609512,0.0036977463478752234,0.00815599398268814,0.0037125396625572317,0.008997251183885262,0.003082322422415018,0.00886549148708582,0.0022735942620784044,0.0065766386687755585,0.0022278171963989735,0.00633249431848526,0.0018550922929520541,0.0006076282907342886,0.0017485765084025585,0.0010754099433352463,0.0045166704803705215,0.00964370183646679,359.59005622184463,359.93105793074744,260.84773549219364,257.0279054362373,0.0,0.0,359.8149947934745,257.16279069767444,0,343.0,363.0,298.0,229.0,0.0,0.0,6
5,7,Trial1_4-0002.tif,Trial1_4-0001.tif,/Users/Maddie/Downloads/Day5_231_Vimentin_N3/RM/RM_FIP,/Users/Maddie/Downloads/Day5_231_Vimentin_N3/RM/RM_FIP,1404,2415,1024,262,989,193,1010.7742165242165,225.9551282051282,4.357511874124651,1703,0.8792573069555368,42.28035383967556,-2,0.5813664596273292,0.22948876076232905,66.86713635056758,68.73136110975832,12.806248474865697,4.100806036984317,3.605551275463989,34.0,31.851968485318135,2.3242021986522654,277.2731239591687,0.8244274809160306,1.5869840763043612,1.6078126416541636,10.492958092596382,12.926543237641454,0.004364080261439085,0.008148318156599998,0.002594033721834421,0.0008239876478910446,5.654229289062317,0.8873576523187511,0.024170290678739548,0.010131990537047386,0.024582283571362495,0.01719691790640354,0.008096857532165108,0.008203125722725324,0.007473616875068648,0.009206939627949754,0.006530861370265484,0.008896009996533394,0.0023041123058646917,0.006759746931493282,0.002288853283971548,0.0065918974578380585,0.0044251144797910905,0.0006351210622641395,0.004075363723886379,0.0015205343610345324,0.009719996713101864,0.009903104975819588,1011.4559532621231,1011.2652085146775,231.5681081510641,225.215986494472,0.0,0.0,1010.7742165242165,225.9551282051282,0,1014.0,1022.0,253.0,216.0,0.0,0.0,7
5,8,Trial1_4-0002.tif,Trial1_4-0001.tif,/Users/Maddie/Downloads/Day5_231_Vimentin_N3/RM/RM_FIP,/Users/Maddie/Downloads/Day5_231_Vimentin_N3/RM/RM_FIP,6461,21240,1019,420,901,240,953.6988082340195,320.3921993499458,37.3564903952793,13084,0.8776545298001791,90.6995077083326,-71,0.30419020715630884,0.0267691099838,171.0633719037422,180.87841220001906,17.204650534085253,4.507654448503841,3.0,95.73581463191309,81.98960992060235,28.957230163406468,1741.5575746753798,0.4938092326505656,9.067399219144136,13.461036300752312,34.74494591448456,55.506417179945856,0.0032349126413464546,0.0079346913844347,0.0017090106848627329,0.0005798423662781715,4.843443898944054,0.43300390362231383,0.021622033789753914,0.010574501939117908,0.0316166952252388,0.01359578873962164,0.005512096789753274,0.008183000790730888,0.00537764214742061,0.008590994765507794,0.004715037997812033,0.008468757383525372,0.0022735942620784044,0.006530861370265484,0.0022583352401852608,0.006454566493630409,0.0028489652883386925,0.0006074986011144878,0.0028125686122811187,0.0009164181369811063,0.00680552376434207,0.009124895557761192,958.1469765225571,953.6032978099543,322.30864076023374,319.9698604582403,0.0,0.0,953.6988082340195,320.3921993499458,0,983.0,951.0,308.0,315.0,0.0,0.0,8
5,9,Trial1_4-0002.tif,Trial1_4-0001.tif,/Users/Maddie/Downloads/Day5_231_Vimentin_N3/RM/RM_FIP,/Users/Maddie/Downloads/Day5_231_Vimentin_N3/RM/RM_FIP,668,1444,408,377,389,301,399.938622754491,337.4565868263473,4.842446417679613,955,0.9863652710605167,29.163744887841286,-1,0.4626038781163435,0.20650718949600202,76.51820060028871,75.23961722390672,6.082762530298219,2.4049147599803904,2.23606797749979,14.551882795093803,12.592662378455389,5.460967139944968,201.61626970967632,0.6994764397905759,0.6938735090661794,1.4610208445228636,2.6885939121712,5.713908661622554,0.002517738612368703,0.0079499501734972,0.001144426641985774,0.0005340659990906715,0.37027298982648815,0.08132880855244772,0.010055695660412312,0.01028458122164011,0.010849164798855782,0.01255817525088787,0.0038763883188054713,0.008162127623032757,0.00402484118588503,0.008553755481470889,0.0035553521011024714,0.008422980085015297,0.002243076218292117,0.006744487676769495,0.002243076218292117,0.006515602581202984,0.0016968534784260682,0.0005808731625320623,0.0017469441820725758,0.0008648426632937116,0.004943923093378544,0.009048599749803543,399.745858325441,399.982396029945,337.7727259759129,337.52513079367185,0.0,0.0,399.938622754491,337.4565868263473,0,397.0,400.0,320.0,332.0,0.0,0.0,9
5,10,Trial1_4-0002.tif,Trial1_4-0001.tif,/Users/Maddie/Downloads/Day5_231_Vimentin_N3/RM/RM_FIP,/Users/Maddie/Downloads/Day5_231_Vimentin_N3/RM/RM_FIP,13744,120400,708,1024,508,422,596.0433643771828,714.6776047729918,25.040724925343948,27889,0.998822197722234,132.2853140104376,-37,0.11415282392026578,0.03993494609207143,743.2394495047627,630.3181736234487,18.027756377319946,4.943348907443,4.47213595499958,48.50612145251675,36.06218440516518,15.343079720136855,2079.6246378738883,0.49281078561439995,5.120408964110538,15.036621863488108,38.9865722572431,125.52984056714922,0.0023193713277578354,0.008224613033235073,4.577706567943096e-05,0.00079346913844347,7.709021040786603,3.7877918533933057,0.00941481627523899,0.01112382672727108,0.025696193799376488,0.01756313443183899,0.0027934582455594863,0.0082032852501299,0.002836624873198712,0.009133428446387457,0.0023498893715441227,0.008926527574658394,0.0022278171963989735,0.0064850845374166965,0.00221255817450583,0.006378271151334047,0.0009649201316478468,0.0006413793015333653,0.0010178406625843048,0.0012725250207162569,0.002944991225376725,0.009842068888247013,594.1434868875749,597.0460946129458,707.2063618421421,718.3302612308207,0.0,0.0,596.0433643771828,714.6776047729918,0,548.0,647.0,479.0,910.0,0.0,0.0,10
5,11,Trial1_4-0002.tif,Trial1_4-0001.tif,/Users/Maddie/Downloads/Day5_231_Vimentin_N3/RM/RM_FIP,/Users/Maddie/Downloads/Day5_231_Vimentin_N3/RM/RM_FIP,10295,17400,759,673,643,523,704.2456532297232,594.5762020398251,5.725368703257468,12051,0.6053376485375813,114.49017911178451,-27,0.5916666666666667,0.17466124049461593,130.47745197125718,149.21461054467824,43.965895873961216,14.540061019924167,12.206555615733702,111.89284159408948,103.85598092913582,-0.20461033416691124,860.6366517139589,0.85428595137333,3.4629129881504923,6.485175948124379,43.417243228293955,122.24373352900147,0.0024109254591166973,0.00886549148708582,0.0013122758828103542,0.0025101089850068092,4.524204248244293,1.6468232656867128,0.018402380868792534,0.01020828541368246,0.018402380868792534,0.02693217433989048,0.0043668511830397124,0.00817802767733213,0.0042173135724423464,0.011874087763866097,0.0036774242762476206,0.011024643667042255,0.0022735942620784044,0.006530861370265484,0.00221255817450583,0.006515602581202984,0.0021898740025012697,0.0006099546848567854,0.002032007689917618,0.003520978588722385,0.005264362785965204,0.01440451666712761,703.0595729972505,705.6107759993766,590.2102384850106,595.49732455729,0.0,0.0,704.2456532297232,594.5762020398251,0,663.0,715.0,574.0,610.0,0.0,0.0,11
5,12,Trial1_4-0002.tif,Trial1_4-0001.tif,/Users/Maddie/Downloads/Day5_231_Vimentin_N3/RM/RM_FIP,/Users/Maddie/Downloads/Day5_231_Vimentin_N3/RM/RM_FIP,17936,38070,554,846,413,576,492.99598572702945,686.880185102587,23.175402902314854,28903,0.9199389926791209,151.11857752893877,-74,0.47113212503283425,0.04314919590459918,304.63707969981726,278.29840100151495,42.01190307520001,10.007371027214122,6.708203932499369,137.6138680207222,119.43648206482924,10.098308079837077,2285.5007922133873,0.6205584195412241,9.971160577842966,16.944365839939564,87.4287644175347,187.74151423946023,0.002914473181590438,0.008422980085015297,0.0016021972987800837,0.0013885712251067162,6.5308552618047395,5.1992149553453455,0.01744106225669384,0.01109330914914608,0.040329594165086746,0.026291294023394585,0.004810014750527239,0.008173837838851696,0.004874485081263085,0.01046730119533119,0.004333562217652798,0.00952162966132164,0.0022735942620784044,0.006424048449844122,0.002243076218292117,0.006424048449844122,0.0023765796397194157,0.0006177171890408084,0.002430505732853989,0.002810490234689244,0.006164644844830036,0.0117952236905694,489.84014378934694,495.5999889130176,681.1624292390504,682.3800735973851,0.0,0.0,492.99598572702945,686.880185102587,0,520.0,506.0,664.0,603.0,0.0,0.0,12
