ImageNumber,ObjectNumber,FileName_Draq5,FileName_Vimentin,PathName_Draq5,PathName_Vimentin,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Intensity_IntegratedIntensityEdge_Draq5,Intensity_IntegratedIntensity_Draq5,Intensity_IntegratedIntensity_Vimentin,Intensity_LowerQuartileIntensity_Draq5,Intensity_LowerQuartileIntensity_Vimentin,Intensity_MADIntensity_Draq5,Intensity_MADIntensity_Vimentin,Intensity_MassDisplacement_Draq5,Intensity_MaxIntensityEdge_Draq5,Intensity_MaxIntensity_Draq5,Intensity_MeanIntensityEdge_Draq5,Intensity_MeanIntensityEdge_Vimentin,Intensity_MeanIntensity_Draq5,Intensity_MedianIntensity_Draq5,Intensity_MinIntensityEdge_Draq5,Intensity_MinIntensityEdge_Vimentin,Intensity_MinIntensity_Draq5,Intensity_StdIntensityEdge_Draq5,Intensity_StdIntensity_Draq5,Intensity_UpperQuartileIntensity_Draq5,Location_CenterMassIntensity_X_Draq5,Location_CenterMassIntensity_Y_Draq5,Location_CenterMassIntensity_Z_Draq5,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_Draq5,Location_MaxIntensity_Y_Draq5,Location_MaxIntensity_Y_Vimentin,Location_MaxIntensity_Z_Draq5,Location_MaxIntensity_Z_Vimentin,Number_Object_Number
17,21,Trial2_19-0002.tif,Trial2_18-0001.tif,/Users/Maddie/Downloads/Day5_N1_Vimentin_231/RM/RM_FIP,/Users/Maddie/Downloads/Day5_N1_Vimentin_231/RM/RM_FIP,8899,15344,1024,461,912,324,975.0240476458029,393.83548713338575,13.866026941448547,11533,0.5649202403539403,106.44509715622516,1,0.5799661105318039,0.07211871174220671,123.53618534616218,138.6001443000692,33.24154027718932,9.382016725555854,7.0,111.0,101.93532936197273,-36.85601385008393,1245.2356774809323,0.7716118962975809,4.6317540891468525,37.52179799717851,54.08551258407533,0.002609292743727565,0.0060120546258986,0.0013122758828103542,6.103608757257462e-05,0.24906965818491644,0.011429007165133953,0.02560463920235634,0.004206861116391328,0.006078371200812041,0.0042164061127293526,0.003830014495179057,0.00221255817450583,0.005813687574118376,0.00221255817450583,0.001506087687152453,0.001862349709746487,0.005264362785965204,974.8512223027132,394.01483900935665,0.0,975.0240476458029,393.83548713338575,0,945.0,376.0,370.0,0.0,0.0,21
17,22,Trial2_19-0002.tif,Trial2_18-0001.tif,/Users/Maddie/Downloads/Day5_N1_Vimentin_231/RM/RM_FIP,/Users/Maddie/Downloads/Day5_N1_Vimentin_231/RM/RM_FIP,14500,31647,632,541,495,310,568.8752413793103,426.5886896551724,9.723799396630088,20188,0.8409294966772023,135.8748446131949,1,0.4581792902960786,0.10284045970205466,194.96474293366293,230.4886114323222,46.57252408878007,13.563538517327618,11.045361017187261,123.2974847512617,105.50413647517311,-3.8058647536150767,1331.088491223318,0.7182484644343174,5.094102467875928,70.30824847123586,95.26898772316054,0.003082322422415018,0.0061799040995538235,0.0014343480579555035,0.0003051804378628731,2.296913288240191,0.01571679301559925,0.021820401772856712,0.004252172343802945,0.006591158826914748,0.004848844722154197,0.004364080261439085,0.002243076218292117,0.00587472366169095,0.00221255817450583,0.001562723264158714,0.0022699428761495666,0.006027313880622387,569.3132047196647,424.33391721295123,0.0,568.8752413793103,426.5886896551724,0,579.0,387.0,516.0,0.0,0.0,22
17,23,Trial2_19-0002.tif,Trial2_18-0001.tif,/Users/Maddie/Downloads/Day5_N1_Vimentin_231/RM/RM_FIP,/Users/Maddie/Downloads/Day5_N1_Vimentin_231/RM/RM_FIP,9216,18225,415,554,280,419,348.6599392361111,474.2708333333333,12.850384292004446,12568,0.7205298996570688,108.32440004116921,1,0.505679012345679,0.07781868442815391,135.27377955692322,149.41218156495808,34.36568055487916,10.31776616204816,8.246211251235321,104.39547494454659,93.802067750801,-55.11696673105392,1219.9280656363571,0.7332908975175048,4.726497363299131,39.773678698344156,56.82275229599327,0.002685587853193283,0.006027313880622387,0.0013122761156409979,7.629534229636192e-05,0.26709453041468056,0.009689479134976864,0.029831387102603912,0.004254273054274646,0.006172432420854092,0.004315720344872413,0.0038910505827516317,0.0022278171963989735,0.005844205617904663,0.00221255817450583,0.0015059957672201288,0.0019488283772582176,0.005340657662600279,348.516046778518,474.0458123369235,0.0,348.6599392361111,474.2708333333333,0,329.0,461.0,430.0,0.0,0.0,23
17,24,Trial2_19-0002.tif,Trial2_18-0001.tif,/Users/Maddie/Downloads/Day5_N1_Vimentin_231/RM/RM_FIP,/Users/Maddie/Downloads/Day5_N1_Vimentin_231/RM/RM_FIP,11142,21980,542,577,385,437,464.5076287919584,500.0156165858912,14.669650474257523,14977,0.534264366999216,119.10682183418035,1,0.5069153776160146,0.06816794999681908,134.638464093089,156.3873396410336,41.048751503547585,11.900817820185887,9.219544457292887,124.86115727004866,113.81224273137477,-86.97415368896634,1433.1656556895932,0.7439407090872672,5.570611210074276,50.15075983223505,75.65482693491504,0.0028381780721247196,0.006286717019975185,0.0013580529484897852,0.000396734569221735,0.9954832738369017,0.009964141063392162,0.01876859739422798,0.004239430144653178,0.006868232195400257,0.0045010554507480755,0.004089417867362499,0.002243076218292117,0.005828946363180876,0.0022278171963989735,0.0014765154901116944,0.002021458020623466,0.005615320056676865,464.3378168511014,499.0347237001838,0.0,464.5076287919584,500.0156165858912,0,470.0,549.0,542.0,0.0,0.0,24
17,25,Trial2_19-0002.tif,Trial2_18-0001.tif,/Users/Maddie/Downloads/Day5_N1_Vimentin_231/RM/RM_FIP,/Users/Maddie/Downloads/Day5_N1_Vimentin_231/RM/RM_FIP,12351,22165,993,573,850,418,924.3974576957331,493.9620273662052,14.241348526224964,16459,0.687703631011469,125.40247851228457,1,0.5572298669072863,0.07021806945869864,151.31744333552933,181.63975335812367,45.34313619501854,13.442470236348845,10.295630140987,129.00906517354548,109.85518368914364,36.51630898496165,1486.7281015301073,0.7504101099702291,5.775555134983733,57.879485027631745,76.07306166971102,0.0029297322034835815,0.006027313880622387,0.0014190892688930035,7.629534229636192e-05,0.7012469840162603,0.009979400783777237,0.02670328877866268,0.004231175923065006,0.006152214172668073,0.004686218527053011,0.004242008086293936,0.0022278171963989735,0.005767910275608301,0.002197299152612686,0.0014955262667225788,0.0022006040610900316,0.005828946363180876,924.3496696183539,493.2624105909258,0.0,924.3974576957331,493.9620273662052,0,959.0,559.0,548.0,0.0,0.0,25
17,26,Trial2_19-0002.tif,Trial2_18-0001.tif,/Users/Maddie/Downloads/Day5_N1_Vimentin_231/RM/RM_FIP,/Users/Maddie/Downloads/Day5_N1_Vimentin_231/RM/RM_FIP,6745,13289,817,577,720,440,768.8791697553744,515.4765011119348,8.547281528362483,9292,0.7297193488258431,92.67146664016208,1,0.507562645797276,0.11699626327759248,116.9451779672103,138.6542462386205,32.202484376209235,9.719665386317137,7.810249675906654,91.4166273835776,79.96088996527995,-8.582825557683421,851.1574669941303,0.7258932414980629,3.2445258731022477,29.723064415389672,46.697734837420285,0.0027161058969795704,0.0061799040995538235,0.0013733122032135725,0.0004577706567943096,1.143527194004597,0.01348897535353899,0.017837796360254288,0.00426911299092401,0.006281256016441866,0.0044066811586937985,0.003982604946941137,0.002243076218292117,0.0057984283193945885,0.0022278171963989735,0.0015549082008417142,0.002008367273631861,0.005462729837745428,770.0047415249171,515.6783491613098,0.0,768.8791697553744,515.4765011119348,0,800.0,520.0,525.0,0.0,0.0,26
17,27,Trial2_19-0002.tif,Trial2_18-0001.tif,/Users/Maddie/Downloads/Day5_N1_Vimentin_231/RM/RM_FIP,/Users/Maddie/Downloads/Day5_N1_Vimentin_231/RM/RM_FIP,7043,17064,873,592,765,434,825.0149084197075,516.8646883430356,15.881402317082724,12230,0.8536992369429144,94.69649472694198,1,0.41274027191748713,0.0629667317806285,151.2772379522652,157.50872991678906,23.345235059857504,7.508953763923428,5.830951894845301,96.49742461141646,78.78009817661948,-8.206698367301907,1185.57272657703,0.5758789860997547,4.738948728889227,31.552270212676376,43.94160455092788,0.0028381780721247196,0.006057831924408674,0.0013427939265966415,0.00012207217514514923,1.0307863576203682,0.01271076500415802,0.015457388944923878,0.004315982448897292,0.006216592343697131,0.004479947495765494,0.0041046771220862865,0.0022278171963989735,0.005828946363180876,0.00221255817450583,0.0015226547499731981,0.002009871990504503,0.005542839877307415,824.2725839024681,517.5798630253067,0.0,825.0149084197075,516.8646883430356,0,813.0,509.0,576.0,0.0,0.0,27
17,28,Trial2_19-0002.tif,Trial2_18-0001.tif,/Users/Maddie/Downloads/Day5_N1_Vimentin_231/RM/RM_FIP,/Users/Maddie/Downloads/Day5_N1_Vimentin_231/RM/RM_FIP,7612,15456,363,636,225,524,287.58105622701,574.2247766684183,14.548686438476832,10724,0.7134945609745381,98.44744493649421,1,0.49249482401656314,0.0687347276490409,125.69142189015712,150.23315213360866,33.0,9.047575910144774,6.4031242374328485,100.97464686912664,88.06704816076379,-60.863233977472646,1179.685424949238,0.7098097724729578,4.5355764732230455,32.43285310151987,46.37390798702836,0.0026550698094069958,0.0060120546258986,0.0013122758828103542,6.103608757257462e-05,0.4232235774754062,0.010070954449474812,0.014801251702010632,0.004242821771022493,0.006101082367918361,0.004260753166253267,0.003875791560858488,0.0022583352401852608,0.0057984283193945885,0.002197299152612686,0.0014195756137016823,0.001864550855870824,0.0052948808297514915,287.9542575463081,574.0251796448803,0.0,287.58105622701,574.2247766684183,0,274.0,564.0,551.0,0.0,0.0,28
17,29,Trial2_19-0002.tif,Trial2_18-0001.tif,/Users/Maddie/Downloads/Day5_N1_Vimentin_231/RM/RM_FIP,/Users/Maddie/Downloads/Day5_N1_Vimentin_231/RM/RM_FIP,5737,11730,447,613,332,511,382.32229388181975,566.1180059264424,7.627033521950778,7788,0.7178341176506162,85.46680799085472,1,0.48908780903665816,0.1311125743871424,107.17243125808123,121.8400590938793,29.410882339705484,9.26756094165892,7.615773105863909,84.74271972140716,74.6149659700921,-49.426539839266745,741.5239533417509,0.7366461222393426,2.80572217493318,26.50632524024695,35.54787585372105,0.002990768291056156,0.006042572669684887,0.0013733122032135725,0.00010681292042136192,0.46538443100097976,0.009933623485267162,0.017120622098445892,0.004206480022388576,0.0062355868304720796,0.004620241457250645,0.004165713209658861,0.0022583352401852608,0.005844205617904663,0.0022278171963989735,0.0015203748520161275,0.0020833828814809732,0.005767910275608301,382.76297973952404,565.9684109952531,0.0,382.32229388181975,566.1180059264424,0,407.0,540.0,549.0,0.0,0.0,29
17,30,Trial2_19-0002.tif,Trial2_18-0001.tif,/Users/Maddie/Downloads/Day5_N1_Vimentin_231/RM/RM_FIP,/Users/Maddie/Downloads/Day5_N1_Vimentin_231/RM/RM_FIP,15001,26904,775,774,598,622,684.9870675288314,701.5006332911139,17.629656322794514,19805,0.7477657931056204,138.2022663004199,1,0.5575750817722271,0.056722603191477754,175.56795741570693,193.34942461771124,45.18849411078001,13.160835269490693,10.198039027185569,125.64960736666438,116.57055542815628,-62.5170331993499,1823.0012254892758,0.7574349911638475,7.134737278800458,65.63332657935098,92.3297797148116,0.002731364918872714,0.0060120546258986,0.0013427939265966415,6.103608757257462e-05,0.6585479272732407,0.01045242976397276,0.018677042797207832,0.004259544644059975,0.006143892695154272,0.004375263421061994,0.00396734569221735,0.002243076218292117,0.0057831695303320885,0.00221255817450583,0.001500197082662525,0.001957146943246977,0.005432211793959141,685.6371845087219,701.6056727359615,0.0,684.9870675288314,701.5006332911139,0,754.0,699.0,738.0,0.0,0.0,30
